model_name,mode,camera,fusion_method,threshold_percentile,input_dim,train_count,test_count,test_correct_count,test_anomaly_count,threshold,dropout,weight_decay,best_epoch,best_val_loss,accuracy,precision,recall,f1,auc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,flagged_as_anomaly,total_test
baseline_small_dropout02,single_camera,C10119,,70,4064,626,839,626,213,0.19401170313358307,0.2,0.0001,125,0.1685197748196353,0.8808104886769964,0.7579908675799086,0.7793427230046949,0.7685185185185185,0.9275750348737793,573,53,47,166,0.08466453674121406,0.22065727699530516,219,839
baseline_small_dropout02,single_camera,C10119,,75,4064,626,839,626,213,0.2246122807264328,0.2,0.0001,125,0.1685197748196353,0.8688915375446961,0.7814207650273224,0.6713615023474179,0.7222222222222222,0.9275750348737793,586,40,70,143,0.06389776357827476,0.3286384976525822,183,839
baseline_small_dropout02,single_camera,C10119,,80,4064,626,839,626,213,0.2371101677417755,0.2,0.0001,125,0.1685197748196353,0.866507747318236,0.8023952095808383,0.6291079812206573,0.7052631578947368,0.9275750348737793,593,33,79,134,0.052715654952076675,0.37089201877934275,167,839
baseline_small_dropout02,single_camera,C10119,,85,4064,626,839,626,213,0.2489025741815567,0.2,0.0001,125,0.1685197748196353,0.8533969010727056,0.8260869565217391,0.5352112676056338,0.6495726495726496,0.9275750348737793,602,24,99,114,0.038338658146964855,0.4647887323943662,138,839
baseline_small_dropout02,single_camera,C10119,,90,4064,626,839,626,213,0.2724660038948059,0.2,0.0001,125,0.1685197748196353,0.8426698450536353,0.8584070796460177,0.45539906103286387,0.5950920245398773,0.9275750348737793,610,16,116,97,0.025559105431309903,0.5446009389671361,113,839
baseline_small_dropout02,single_camera,C10390,,70,4064,626,839,626,213,0.18307487666606903,0.2,0.0001,159,0.1606346846196302,0.8784266984505363,0.7581395348837209,0.7652582159624414,0.7616822429906542,0.936214732484363,574,52,50,163,0.08306709265175719,0.2347417840375587,215,839
baseline_small_dropout02,single_camera,C10390,,75,4064,626,839,626,213,0.19397807121276855,0.2,0.0001,159,0.1606346846196302,0.8760429082240763,0.7766497461928934,0.7183098591549296,0.7463414634146341,0.936214732484363,582,44,60,153,0.07028753993610223,0.28169014084507044,197,839
baseline_small_dropout02,single_camera,C10390,,80,4064,626,839,626,213,0.21826717257499695,0.2,0.0001,159,0.1606346846196302,0.8569725864123957,0.7888198757763976,0.596244131455399,0.679144385026738,0.936214732484363,592,34,86,127,0.054313099041533544,0.40375586854460094,161,839
baseline_small_dropout02,single_camera,C10390,,85,4064,626,839,626,213,0.24771910905838013,0.2,0.0001,159,0.1606346846196302,0.833134684147795,0.7967479674796748,0.460093896713615,0.5833333333333334,0.936214732484363,601,25,115,98,0.039936102236421724,0.539906103286385,123,839
baseline_small_dropout02,single_camera,C10390,,90,4064,626,839,626,213,0.2794467806816101,0.2,0.0001,159,0.1606346846196302,0.8116805721096544,0.8160919540229885,0.3333333333333333,0.47333333333333333,0.936214732484363,610,16,142,71,0.025559105431309903,0.6666666666666666,87,839
