model_name,mode,camera,fusion_method,threshold_percentile,input_dim,train_count,test_count,test_correct_count,test_anomaly_count,threshold,dropout,weight_decay,best_epoch,best_val_loss,accuracy,precision,recall,f1,auc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,flagged_as_anomaly,total_test
baseline_small_dropout02,single_camera,C10404,,70,4064,626,839,626,213,0.15294447541236877,0.2,0.0001,146,0.1353910240303179,0.8593563766388558,0.7294685990338164,0.7089201877934272,0.719047619047619,0.895266165684201,570,56,62,151,0.08945686900958466,0.29107981220657275,207,839
baseline_small_dropout02,single_camera,C10404,,75,4064,626,839,626,213,0.16747896373271942,0.2,0.0001,146,0.1353910240303179,0.8533969010727056,0.7528089887640449,0.6291079812206573,0.6854219948849105,0.895266165684201,582,44,79,134,0.07028753993610223,0.37089201877934275,178,839
baseline_small_dropout02,single_camera,C10404,,80,4064,626,839,626,213,0.19348523020744324,0.2,0.0001,146,0.1353910240303179,0.834326579261025,0.7642857142857142,0.5023474178403756,0.6062322946175638,0.895266165684201,593,33,106,107,0.052715654952076675,0.49765258215962443,140,839
baseline_small_dropout02,single_camera,C10404,,85,4064,626,839,626,213,0.2129489928483963,0.2,0.0001,146,0.1353910240303179,0.8307508939213349,0.7983193277310925,0.4460093896713615,0.572289156626506,0.895266165684201,602,24,118,95,0.038338658146964855,0.5539906103286385,119,839
baseline_small_dropout02,single_camera,C10404,,90,4064,626,839,626,213,0.24818070232868195,0.2,0.0001,146,0.1353910240303179,0.8128724672228844,0.8181818181818182,0.3380281690140845,0.47840531561461797,0.895266165684201,610,16,141,72,0.025559105431309903,0.6619718309859155,88,839
baseline_small_dropout02,fusion,ALL,mean,70,,,839,626,213,1.0,0.2,0.0001,,,0.8939213349225268,0.7695652173913043,0.8309859154929577,0.7990970654627539,0.9482443114490993,573,53,36,177,0.08466453674121406,0.16901408450704225,230,839
baseline_small_dropout02,fusion,ALL,max,70,,,839,626,213,1.0,0.2,0.0001,,,0.8760429082240763,0.6810631229235881,0.9624413145539906,0.7976653696498055,0.9453794117205897,530,96,8,205,0.15335463258785942,0.03755868544600939,301,839
baseline_small_dropout02,fusion,ALL,top2_mean,70,,,839,626,213,1.0,0.2,0.0001,,,0.8891537544696066,0.717391304347826,0.9295774647887324,0.8098159509202454,0.948394306199283,548,78,15,198,0.12460063897763578,0.07042253521126761,276,839
baseline_small_dropout02,fusion,ALL,mean,75,,,839,626,213,1.0,0.2,0.0001,,,0.8939213349225268,0.7980769230769231,0.7793427230046949,0.7885985748218527,0.9484393046243382,584,42,47,166,0.0670926517571885,0.22065727699530516,208,839
baseline_small_dropout02,fusion,ALL,max,75,,,839,626,213,1.0,0.2,0.0001,,,0.8879618593563766,0.7148014440433214,0.9295774647887324,0.8081632653061225,0.9461743838965636,547,79,15,198,0.12619808306709265,0.07042253521126761,277,839
